timestamp,can_id,dlc,data,source,prediction,confidence,command,is_attack
1772639687.689184,0x100,8,1C 09 AB 5E 27 00 00 7C,ecu,normal,0.9992,NO_ACTION,False
1772639687.689316,0x200,8,03 00 39 00 00 00 00 7B,ecu,normal,1.0000,NO_ACTION,False
1772639687.689412,0x300,8,00 3B 01 00 00 00 00 64,ecu,normal,1.0000,NO_ACTION,False
1772639687.689523,0x400,8,03 09 AB 3B FF 27 00 00,ecu,normal,0.9995,NO_ACTION,False
1772639687.689622,0x350,8,00 00 04 00 00 00 00 0D,ecu,normal,1.0000,NO_ACTION,False
1772639687.6897018,0x450,8,80 00 00 00 00 00 00 2B,ecu,normal,1.0000,NO_ACTION,False
1772639687.689771,0x316,8,05 7B 6E 09 7B 20 00 7C,ecu,normal,0.9994,NO_ACTION,False
1772639687.689881,0x43F,8,30 40 60 FF 7D BF 08 00,ecu,normal,0.9906,NO_ACTION,False
1772639687.7002082,0x100,8,1C 09 AB 57 26 00 00 F9,ecu,normal,1.0000,NO_ACTION,False
1772639687.712391,0x200,8,03 00 46 00 00 00 00 1F,ecu,normal,1.0000,NO_ACTION,False
1772639687.7138329,0x100,8,1C 09 AB 56 23 00 00 49,ecu,normal,0.9995,NO_ACTION,False
1772639687.713855,0x316,8,05 7B 68 09 7B 20 00 75,ecu,normal,0.9996,NO_ACTION,False
1772639687.718678,0x350,8,00 00 08 00 00 00 00 A2,ecu,normal,1.0000,NO_ACTION,False
1772639687.721689,0x450,8,80 00 00 00 00 00 00 ED,ecu,normal,1.0000,NO_ACTION,False
1772639687.727384,0x100,8,1C 09 AB 59 21 00 00 79,ecu,normal,0.9996,NO_ACTION,False
1772639687.7365189,0x200,8,03 00 63 00 00 00 00 BE,ecu,normal,1.0000,NO_ACTION,False
1772639687.737428,0x300,8,00 3B 03 00 00 00 00 F8,ecu,normal,1.0000,NO_ACTION,False
1772639687.737917,0x316,8,05 7B 68 09 7B 20 00 70,ecu,normal,0.9996,NO_ACTION,False
1772639687.738729,0x100,8,1C 09 AB 5E 28 00 00 EB,ecu,normal,1.0000,NO_ACTION,False
1772639687.740608,0x43F,8,30 40 60 FF 7B AE 08 00,ecu,normal,0.9904,NO_ACTION,False
1772639687.742468,0x350,8,00 00 02 00 00 00 00 E4,ecu,normal,1.0000,NO_ACTION,False
1772639687.7507358,0x100,8,1C 09 AB 5F 1F 00 00 77,ecu,normal,0.9994,NO_ACTION,False
1772639687.758164,0x450,8,80 00 00 00 00 00 00 2C,ecu,normal,1.0000,NO_ACTION,False
1772639687.762049,0x200,8,03 00 61 00 00 00 00 60,ecu,normal,1.0000,NO_ACTION,False
1772639687.762209,0x100,8,1C 09 AB 55 24 00 00 28,ecu,normal,0.9994,NO_ACTION,False
1772639687.764671,0x316,8,05 7B 6C 09 7B 20 00 7A,ecu,normal,0.9995,NO_ACTION,False
1772639687.772453,0x350,8,00 00 0A 00 00 00 00 12,ecu,normal,1.0000,NO_ACTION,False
1772639687.775043,0x100,8,1C 09 AB 5A 24 00 00 22,ecu,normal,0.9990,NO_ACTION,False
1772639687.785252,0x200,8,03 00 39 00 00 00 00 C4,ecu,normal,1.0000,NO_ACTION,False
1772639687.786745,0x100,8,1C 09 AB 59 1B 00 00 66,ecu,normal,0.9997,NO_ACTION,False
1772639687.7914848,0x450,8,80 00 00 00 00 00 00 B2,ecu,normal,1.0000,NO_ACTION,False
1772639687.7915158,0x316,8,05 7B 6A 09 7B 20 00 75,ecu,normal,0.9996,NO_ACTION,False
1772639687.79153,0x300,8,00 3B 02 00 00 00 00 E8,ecu,normal,1.0000,NO_ACTION,False
1772639687.7945569,0x43F,8,30 40 60 FF 72 B1 08 00,ecu,normal,0.9925,NO_ACTION,False
1772639687.797781,0x100,8,1C 09 AB 59 22 00 00 F6,ecu,normal,1.0000,NO_ACTION,False
1772639687.798008,0x350,8,00 00 07 00 00 00 00 0A,ecu,normal,1.0000,NO_ACTION,False
1772639687.798102,0x400,8,03 09 AB 3B FF A9 00 00,ecu,normal,0.9999,NO_ACTION,False
1772639687.808652,0x200,8,03 00 3A 00 00 00 00 32,ecu,normal,1.0000,NO_ACTION,False
1772639687.809191,0x100,8,1C 09 AB 5F 1A 00 00 BB,ecu,normal,0.9998,NO_ACTION,False
1772639687.81456,0x316,8,05 7B 6D 09 7B 20 00 71,ecu,normal,0.9996,NO_ACTION,False
1772639687.820796,0x100,8,1C 09 AB 56 24 00 00 15,ecu,normal,0.9992,NO_ACTION,False
1772639687.8280692,0x350,8,00 00 06 00 00 00 00 93,ecu,normal,1.0000,NO_ACTION,False
1772639687.828105,0x450,8,80 00 00 00 00 00 00 18,ecu,normal,1.0000,NO_ACTION,False
1772639687.833965,0x100,8,1C 09 AB 5D 14 00 00 09,ecu,normal,0.9990,NO_ACTION,False
1772639687.83427,0x200,8,03 00 38 00 00 00 00 64,ecu,normal,1.0000,NO_ACTION,False
1772639687.841494,0x316,8,05 7B 6C 09 7B 20 00 77,ecu,normal,0.9995,NO_ACTION,False
1772639687.8416781,0x300,8,00 3B 02 00 00 00 00 EE,ecu,normal,1.0000,NO_ACTION,False
1772639687.845833,0x100,8,1C 09 AB 5F 26 00 00 70,ecu,normal,0.9992,NO_ACTION,False
1772639687.84778,0x43F,8,30 40 60 FF 75 AC 08 00,ecu,normal,0.9918,NO_ACTION,False
1772639687.8583412,0x350,8,00 00 04 00 00 00 00 1B,ecu,normal,1.0000,NO_ACTION,False
1772639687.858548,0x200,8,03 00 4F 00 00 00 00 78,ecu,normal,1.0000,NO_ACTION,False
1772639687.858561,0x100,8,1C 09 AB 59 19 00 00 80,ecu,normal,0.9997,NO_ACTION,False
1772639687.85857,0x450,8,80 00 00 00 00 00 00 9C,ecu,normal,1.0000,NO_ACTION,False
1772639687.864821,0x316,8,05 7B 67 09 7B 20 00 74,ecu,normal,0.9996,NO_ACTION,False
1772639687.870185,0x100,8,1C 09 AB 5C 25 00 00 01,ecu,normal,0.9985,NO_ACTION,False
1772639687.8812952,0x100,8,1C 09 AB 58 1D 00 00 DD,ecu,normal,1.0000,NO_ACTION,False
1772639687.885217,0x200,8,03 00 5F 00 00 00 00 60,ecu,normal,1.0000,NO_ACTION,False
1772639687.890261,0x316,8,05 7B 60 09 7B 20 00 79,ecu,normal,0.9995,NO_ACTION,False
1772639687.8902972,0x300,8,00 3B 02 00 00 00 00 9E,ecu,normal,1.0000,NO_ACTION,False
1772639687.890445,0x350,8,00 00 0A 00 00 00 00 31,ecu,normal,1.0000,NO_ACTION,False
1772639687.892874,0x100,8,1C 09 AB 5E 19 00 00 65,ecu,normal,0.9996,NO_ACTION,False
1772639687.893054,0x450,8,80 00 00 00 00 00 00 AD,ecu,normal,1.0000,NO_ACTION,False
1772639687.90293,0x43F,8,30 40 60 FF 72 B3 08 00,ecu,normal,0.9926,NO_ACTION,False
1772639687.905885,0x100,8,1C 09 AB 57 1E 00 00 48,ecu,normal,0.9996,NO_ACTION,False
1772639687.909919,0x200,8,03 00 52 00 00 00 00 2C,ecu,normal,1.0000,NO_ACTION,False
1772639687.910576,0x400,8,03 09 AB 3B FF 5C 00 00,ecu,normal,0.9998,NO_ACTION,False
1772639687.915618,0x316,8,05 7B 6B 09 7B 20 00 71,ecu,normal,0.9996,NO_ACTION,False
1772639687.9171798,0x100,8,1C 09 AB 59 24 00 00 04,ecu,normal,0.9989,NO_ACTION,False
1772639687.922896,0x350,8,00 00 08 00 00 00 00 3C,ecu,normal,1.0000,NO_ACTION,False
1772639687.923091,0x450,8,80 00 00 00 00 00 00 6C,ecu,normal,1.0000,NO_ACTION,False
1772639687.928532,0x100,8,1C 09 AB 56 1C 00 00 0D,ecu,normal,0.9990,NO_ACTION,False
1772639687.93462,0x200,8,03 00 3F 00 00 00 00 56,ecu,normal,1.0000,NO_ACTION,False
1772639687.939887,0x100,8,1C 09 AB 5D 17 00 00 39,ecu,normal,0.9995,NO_ACTION,False
1772639687.9414861,0x316,8,05 7B 65 09 7B 20 00 80,ecu,normal,0.9995,NO_ACTION,False
1772639687.945819,0x300,8,00 3B 01 00 00 00 00 1A,ecu,normal,1.0000,NO_ACTION,False
1772639687.951324,0x350,8,00 00 04 00 00 00 00 00,ecu,normal,1.0000,NO_ACTION,False
1772639687.9513679,0x100,8,1C 09 AB 56 19 00 00 17,ecu,normal,0.9995,NO_ACTION,False
1772639687.95138,0x450,8,80 00 00 00 00 00 00 06,ecu,normal,1.0000,NO_ACTION,False
1772639687.959921,0x200,8,03 00 4F 00 00 00 00 C6,ecu,normal,1.0000,NO_ACTION,False
1772639687.960364,0x43F,8,30 40 60 FF 72 B5 08 00,ecu,normal,0.9926,NO_ACTION,False
