timestamp,can_id,dlc,data,source,prediction,confidence,command,is_attack
1774251258.339884,0x100,8,21 09 CB 57 19 00 00 CB,ecu,normal,1.0000,NO_ACTION,False
1774251258.3399239,0x200,8,04 00 49 00 00 00 00 B1,ecu,normal,1.0000,NO_ACTION,False
1774251258.33997,0x300,8,00 3C 03 00 00 00 00 77,ecu,normal,0.9999,NO_ACTION,False
1774251258.3400052,0x400,8,04 09 CB 3C FF 41 00 00,ecu,rpm_spoofing,1.0000,PULL_OVER,True
1774251258.34003,0x350,8,00 00 07 00 00 00 00 30,ecu,normal,0.9991,NO_ACTION,False
1774251258.340062,0x450,8,82 00 00 00 00 00 00 7F,ecu,rpm_spoofing,0.9926,PULL_OVER,True
1774251258.340089,0x316,8,05 7D 62 09 7D 20 00 78,ecu,rpm_spoofing,0.9998,PULL_OVER,True
1774251258.340124,0x43F,8,40 40 60 FF 79 B6 08 00,ecu,fuzzing,0.9922,SLOW_DOWN,True
1774251258.351711,0x100,8,21 09 CB 5A 21 00 00 76,ecu,normal,1.0000,NO_ACTION,False
1774251258.3629062,0x200,8,04 00 35 00 00 00 00 CF,ecu,normal,1.0000,NO_ACTION,False
1774251258.3630772,0x316,8,05 7D 63 09 7D 20 00 76,ecu,gear_spoofing,0.9833,SLOW_DOWN,True
1774251258.363085,0x100,8,21 09 CB 5C 18 00 00 6F,ecu,normal,1.0000,NO_ACTION,False
1774251258.3708448,0x350,8,00 00 01 00 00 00 00 C0,ecu,normal,1.0000,NO_ACTION,False
1774251258.374898,0x450,8,82 00 00 00 00 00 00 9D,ecu,gear_spoofing,1.0000,SLOW_DOWN,True
1774251258.376269,0x100,8,21 09 CB 59 27 00 00 36,ecu,normal,1.0000,NO_ACTION,False
1774251258.386011,0x200,8,04 00 4F 00 00 00 00 47,ecu,normal,1.0000,NO_ACTION,False
1774251258.386498,0x316,8,05 7D 6D 09 7D 20 00 75,ecu,gear_spoofing,0.9856,SLOW_DOWN,True
1774251258.386508,0x100,8,21 09 CB 59 1D 00 00 25,ecu,normal,1.0000,NO_ACTION,False
1774251258.391456,0x43F,8,40 40 60 FF 74 B8 08 00,ecu,gear_spoofing,0.5615,SLOW_DOWN,True
1774251258.3950028,0x300,8,00 3C 04 00 00 00 00 68,ecu,normal,1.0000,NO_ACTION,False
1774251258.3962371,0x350,8,00 00 03 00 00 00 00 F8,ecu,normal,1.0000,NO_ACTION,False
1774251258.3985732,0x100,8,21 09 CB 5C 20 00 00 1D,ecu,normal,1.0000,NO_ACTION,False
1774251258.4073951,0x450,8,82 00 00 00 00 00 00 67,ecu,gear_spoofing,0.9927,SLOW_DOWN,True
1774251258.407649,0x200,8,04 00 5C 00 00 00 00 E5,ecu,normal,1.0000,NO_ACTION,False
1774251258.411886,0x316,8,05 7D 69 09 7D 20 00 72,ecu,gear_spoofing,0.9536,SLOW_DOWN,True
1774251258.412006,0x100,8,21 09 CB 5A 1A 00 00 A6,ecu,normal,1.0000,NO_ACTION,False
1774251258.425473,0x100,8,21 09 CB 5F 25 00 00 47,ecu,normal,1.0000,NO_ACTION,False
1774251258.427912,0x350,8,00 00 00 00 00 00 00 72,ecu,normal,1.0000,NO_ACTION,False
1774251258.429591,0x200,8,04 00 57 00 00 00 00 70,ecu,normal,1.0000,NO_ACTION,False
1774251258.4369018,0x100,8,21 09 CB 5B 20 00 00 DE,ecu,normal,1.0000,NO_ACTION,False
1774251258.437404,0x450,8,82 00 00 00 00 00 00 B1,ecu,gear_spoofing,0.9998,SLOW_DOWN,True
1774251258.437509,0x43F,8,40 40 60 FF 71 BF 08 00,ecu,gear_spoofing,0.8439,SLOW_DOWN,True
1774251258.438856,0x316,8,05 7D 6C 09 7D 20 00 74,ecu,gear_spoofing,0.7966,SLOW_DOWN,True
1774251258.443012,0x400,8,04 09 CB 3C FF 9D 00 00,ecu,normal,0.9901,NO_ACTION,False
1774251258.449131,0x300,8,00 3C 05 00 00 00 00 FF,ecu,normal,1.0000,NO_ACTION,False
1774251258.449749,0x100,8,21 09 CB 5D 23 00 00 99,ecu,normal,1.0000,NO_ACTION,False
1774251258.4549649,0x350,8,00 00 08 00 00 00 00 97,ecu,normal,1.0000,NO_ACTION,False
1774251258.455059,0x200,8,04 00 45 00 00 00 00 C8,ecu,normal,1.0000,NO_ACTION,False
1774251258.461226,0x316,8,05 7D 6E 09 7D 20 00 73,ecu,gear_spoofing,0.6216,SLOW_DOWN,True
1774251258.461323,0x100,8,21 09 CB 5F 19 00 00 8D,ecu,normal,1.0000,NO_ACTION,False
1774251258.470974,0x450,8,82 00 00 00 00 00 00 C4,ecu,gear_spoofing,0.5313,SLOW_DOWN,True
1774251258.473266,0x100,8,21 09 CB 59 23 00 00 B0,ecu,normal,1.0000,NO_ACTION,False
1774251258.4817548,0x200,8,04 00 54 00 00 00 00 89,ecu,normal,1.0000,NO_ACTION,False
1774251258.481889,0x350,8,00 00 05 00 00 00 00 04,ecu,normal,1.0000,NO_ACTION,False
1774251258.485491,0x100,8,21 09 CB 5B 24 00 00 21,ecu,normal,1.0000,NO_ACTION,False
1774251258.4855008,0x43F,8,40 40 60 FF 73 A2 08 00,ecu,gear_spoofing,0.7849,SLOW_DOWN,True
1774251258.486399,0x316,8,05 7D 66 09 7D 20 00 79,ecu,gear_spoofing,0.6573,SLOW_DOWN,True
1774251258.496274,0x100,8,21 09 CB 5E 22 00 00 7B,ecu,normal,1.0000,NO_ACTION,False
1774251258.499688,0x300,8,00 3C 02 00 00 00 00 B1,ecu,normal,1.0000,NO_ACTION,False
1774251258.504734,0x450,8,82 00 00 00 00 00 00 A3,ecu,gear_spoofing,0.9174,SLOW_DOWN,True
1774251258.505159,0x200,8,04 00 62 00 00 00 00 4D,ecu,normal,1.0000,NO_ACTION,False
1774251258.5097768,0x100,8,21 09 CB 5C 21 00 00 4D,ecu,normal,1.0000,NO_ACTION,False
1774251258.5105112,0x316,8,05 7D 61 09 7D 20 00 7A,ecu,gear_spoofing,0.5895,SLOW_DOWN,True
1774251258.510623,0x350,8,00 00 07 00 00 00 00 59,ecu,normal,1.0000,NO_ACTION,False
1774251258.52218,0x100,8,21 09 CB 5F 1C 00 00 A1,ecu,normal,1.0000,NO_ACTION,False
1774251258.52971,0x200,8,04 00 5A 00 00 00 00 DE,ecu,normal,1.0000,NO_ACTION,False
1774251258.5335438,0x100,8,21 09 CB 5C 17 00 00 DE,ecu,normal,1.0000,NO_ACTION,False
1774251258.5352662,0x43F,8,40 40 60 FF 7E AE 08 00,ecu,gear_spoofing,0.7401,SLOW_DOWN,True
1774251258.536696,0x316,8,05 7D 67 09 7D 20 00 72,ecu,gear_spoofing,0.4561,SLOW_DOWN,True
1774251258.542172,0x350,8,00 00 05 00 00 00 00 A6,ecu,normal,1.0000,NO_ACTION,False
1774251258.542183,0x450,8,82 00 00 00 00 00 00 6A,ecu,gear_spoofing,0.7882,SLOW_DOWN,True
1774251258.5461,0x100,8,21 09 CB 55 25 00 00 CD,ecu,normal,1.0000,NO_ACTION,False
1774251258.5462599,0x400,8,04 09 CB 3C FF 7C 00 00,ecu,normal,0.9995,NO_ACTION,False
1774251258.548447,0x300,8,00 3C 05 00 00 00 00 D9,ecu,normal,1.0000,NO_ACTION,False
1774251258.552544,0x200,8,04 00 3C 00 00 00 00 50,ecu,normal,1.0000,NO_ACTION,False
1774251258.5587041,0x100,8,21 09 CB 5E 1F 00 00 9F,ecu,normal,1.0000,NO_ACTION,False
1774251258.5605361,0x316,8,05 7D 62 09 7D 20 00 7B,ecu,gear_spoofing,0.4693,SLOW_DOWN,True
1774251258.570338,0x350,8,00 00 03 00 00 00 00 57,ecu,normal,1.0000,NO_ACTION,False
1774251258.572192,0x100,8,21 09 CB 5A 1F 00 00 9E,ecu,normal,1.0000,NO_ACTION,False
1774251258.5722308,0x450,8,82 00 00 00 00 00 00 FE,ecu,normal,0.6324,NO_ACTION,False
1774251258.578121,0x200,8,04 00 60 00 00 00 00 BB,ecu,normal,1.0000,NO_ACTION,False
1774251258.579608,0x316,8,05 7D 6C 09 7D 20 00 7D,ecu,gear_spoofing,0.5854,SLOW_DOWN,True
1774251258.5838652,0x100,8,21 09 CB 56 1E 00 00 20,ecu,normal,1.0000,NO_ACTION,False
1774251258.585087,0x43F,8,40 40 60 FF 73 BB 08 00,ecu,gear_spoofing,0.6623,SLOW_DOWN,True
1774251258.595295,0x100,8,21 09 CB 57 1C 00 00 84,ecu,normal,1.0000,NO_ACTION,False
1774251258.5953321,0x300,8,00 3C 02 00 00 00 00 94,ecu,normal,1.0000,NO_ACTION,False
1774251258.602615,0x350,8,00 00 07 00 00 00 00 A7,ecu,normal,1.0000,NO_ACTION,False
1774251258.6027799,0x316,8,05 7D 6B 09 7D 20 00 7E,ecu,gear_spoofing,0.3935,SLOW_DOWN,True
1774251258.604456,0x450,8,82 00 00 00 00 00 00 B3,ecu,gear_spoofing,0.6913,SLOW_DOWN,True
1774251258.604557,0x200,8,04 00 3E 00 00 00 00 DA,ecu,normal,1.0000,NO_ACTION,False
1774251258.6073432,0x100,8,21 09 CB 5D 1A 00 00 B7,ecu,normal,1.0000,NO_ACTION,False
1774251258.620089,0x100,8,21 09 CB 59 1F 00 00 2F,ecu,normal,1.0000,NO_ACTION,False
1774251258.6268091,0x316,8,05 7D 67 09 7D 20 00 73,ecu,normal,0.5905,NO_ACTION,False
1774251258.6269581,0x200,8,04 00 55 00 00 00 00 A4,ecu,normal,1.0000,NO_ACTION,False
1774251258.630374,0x350,8,00 00 02 00 00 00 00 53,ecu,normal,1.0000,NO_ACTION,False
1774251258.6330938,0x100,8,21 09 CB 5A 20 00 00 BF,ecu,normal,1.0000,NO_ACTION,False
1774251258.6356401,0x43F,8,40 40 60 FF 70 AB 08 00,ecu,gear_spoofing,0.5111,SLOW_DOWN,True
1774251258.639829,0x450,8,82 00 00 00 00 00 00 DC,ecu,normal,0.9685,NO_ACTION,False
1774251258.6454241,0x100,8,21 09 CB 56 24 00 00 86,ecu,normal,1.0000,NO_ACTION,False
1774251258.646239,0x300,8,00 3C 04 00 00 00 00 5A,ecu,normal,1.0000,NO_ACTION,False
1774251258.648371,0x316,8,05 7D 64 09 7D 20 00 79,ecu,gear_spoofing,0.4799,SLOW_DOWN,True
1774251258.6536582,0x200,8,04 00 39 00 00 00 00 42,ecu,normal,1.0000,NO_ACTION,False
1774251258.6550121,0x400,8,04 09 CB 3C FF A5 00 00,ecu,normal,1.0000,NO_ACTION,False
1774251258.6578329,0x100,8,21 09 CB 5F 14 00 00 4F,ecu,normal,1.0000,NO_ACTION,False
1774251258.662507,0x350,8,00 00 07 00 00 00 00 CE,ecu,normal,1.0000,NO_ACTION,False
1774251258.669552,0x100,8,21 09 CB 5B 24 00 00 C8,ecu,normal,1.0000,NO_ACTION,False
1774251258.6695821,0x316,8,05 7D 6C 09 7D 20 00 78,ecu,gear_spoofing,0.3957,SLOW_DOWN,True
1774251258.670739,0x450,8,82 00 00 00 00 00 00 FE,ecu,normal,0.9583,NO_ACTION,False
1774251258.676522,0x200,8,04 00 36 00 00 00 00 09,ecu,normal,1.0000,NO_ACTION,False
1774251258.683132,0x100,8,21 09 CB 56 27 00 00 00,ecu,normal,1.0000,NO_ACTION,False
1774251258.689928,0x316,8,05 7D 62 09 7D 20 00 78,ecu,normal,0.4216,NO_ACTION,False
1774251258.690557,0x43F,8,40 40 60 FF 73 AD 08 00,ecu,normal,0.5805,NO_ACTION,False
1774251258.690749,0x350,8,00 00 05 00 00 00 00 31,ecu,normal,1.0000,NO_ACTION,False
1774251258.6944609,0x100,8,21 09 CB 5E 1D 00 00 FA,ecu,normal,1.0000,NO_ACTION,False
